Provider,PotentialFraud,Age,NumPhysiciansSeen,NumProcedures,NumDiagnosisClaims,InscClaimAmtReimbursed,DeductibleAmtPaid,NoOfMonths_PartACov,NoOfMonths_PartBCov,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke
PRV54283,False,58.4,1.0,0.0,3.8,110.0,0.0,12.0,12.0,5448.0,427.2,790.0,306.0,3,3,1,1,4,1,5,4,1,2,0
PRV54284,False,69.27433628318585,1.1061946902654867,0.05309734513274336,3.4070796460176993,850.4424778761062,77.64601769911505,12.0,11.964601769911505,5794.690265486725,947.362831858407,2929.2035398230087,779.29203539823,31,73,52,23,36,52,76,91,36,29,7
PRV54285,False,76.2,1.5,0.0,2.7,127.5,10.0,12.0,12.0,1803.0,480.6,1773.5,435.5,12,10,7,4,4,11,11,16,8,2,1
PRV54287,False,72.54838709677419,1.367741935483871,0.0,2.7096774193548385,244.51612903225808,4.645161290322581,12.0,11.76774193548387,3408.1290322580644,427.2,2077.8709677419356,822.4516129032259,60,76,67,26,52,69,97,100,42,31,17
PRV54288,False,68.66666666666667,1.3333333333333333,0.0,3.1333333333333333,273.3333333333333,0.0,12.0,12.0,3990.6666666666665,640.8,1070.6666666666667,286.6666666666667,9,10,10,4,6,9,12,13,9,9,2
PRV54289,False,74.96428571428571,1.0,0.0,3.3392857142857144,316.42857142857144,3.0357142857142856,12.0,11.785714285714286,4148.214285714285,495.85714285714283,1763.9285714285713,540.0,34,39,23,4,25,27,45,43,19,10,6
PRV54290,False,72.0,1.0,0.0,2.3333333333333335,550.0,0.0,12.0,10.0,1833.3333333333333,356.0,905.0,640.0,2,3,5,1,2,1,3,4,2,2,1
PRV54291,False,70.6,1.0,0.0,1.7,171.0,6.0,12.0,12.0,0.0,0.0,1438.0,321.0,3,5,2,0,0,3,4,8,4,2,2
PRV54293,False,71.5,1.0,0.0,2.5,1260.0,0.0,12.0,12.0,28200.0,534.0,2455.0,615.0,0,2,2,0,1,1,2,2,2,0,0
PRV54294,False,76.0,2.0,0.0,8.0,60.0,0.0,12.0,12.0,0.0,0.0,200.0,60.0,1,1,1,0,0,0,1,1,0,0,0
PRV54295,False,90.0,1.0,0.0,3.0,3300.0,0.0,12.0,12.0,0.0,0.0,4170.0,330.0,0,1,0,0,1,1,1,1,1,0,0
PRV54296,False,75.92592592592592,0.9814814814814815,0.0,3.1481481481481484,193.7037037037037,3.7037037037037037,12.0,12.0,2237.037037037037,474.6666666666667,3683.8888888888887,1182.2222222222222,18,35,22,2,8,30,42,41,35,10,2
PRV54297,True,77.375,1.875,1.375,9.125,21000.0,1068.0,12.0,12.0,35415.0,2002.5,5793.75,1307.5,2,7,5,2,3,0,8,8,3,0,1
PRV54298,False,68.66666666666667,2.0,1.0,10.0,12666.666666666666,1068.0,12.0,12.0,28460.0,1424.0,1276.6666666666667,123.33333333333333,0,1,1,2,1,1,3,3,2,1,0
PRV54299,False,72.0,1.0,0.0,3.0,360.0,0.0,12.0,12.0,2640.0,640.8,596.0,252.0,3,3,1,1,2,1,4,4,2,0,0
PRV54300,False,69.66666666666667,1.0,0.0,3.1666666666666665,248.33333333333334,46.666666666666664,12.0,12.0,3050.0,356.0,1003.3333333333334,291.6666666666667,2,3,2,2,2,1,5,3,1,2,0
PRV54301,False,72.53846153846153,1.0,0.0,2.230769230769231,283.84615384615387,0.0,12.0,12.0,5433.076923076923,492.9230769230769,3135.3846153846152,824.6153846153846,7,10,7,1,5,8,11,8,2,5,5
PRV54302,False,83.0,1.0,0.0,2.0,3300.0,0.0,12.0,12.0,0.0,0.0,4400.0,220.0,1,0,1,0,0,0,1,1,0,1,0
PRV54303,False,68.0625,1.0,0.0,3.3125,322.5,0.0,12.0,12.0,4965.625,667.5,2792.5,606.25,7,11,9,2,8,6,14,15,6,5,2
PRV54304,False,76.0,1.0,0.0,5.0,50.0,0.0,12.0,12.0,0.0,0.0,2670.0,1270.0,0,0,0,0,0,0,0,0,0,0,0
PRV54305,False,70.16666666666667,1.0,0.0,3.3333333333333335,443.3333333333333,1.6666666666666667,12.0,12.0,1166.6666666666667,356.0,2088.3333333333335,475.0,4,6,2,0,0,2,3,3,0,1,1
PRV54306,False,69.36363636363636,1.2121212121212122,0.0,4.0606060606060606,403.030303030303,12.121212121212121,11.636363636363637,11.636363636363637,7036.969696969697,550.1818181818181,5360.606060606061,1425.1515151515152,16,21,18,4,14,24,29,30,6,10,9
PRV54307,False,59.0,1.0,0.0,2.5,200.0,0.0,12.0,12.0,10430.0,1602.0,580.0,145.0,0,1,1,0,0,0,1,1,1,1,0
PRV54308,False,86.0,1.0,0.0,3.0,70.0,0.0,12.0,12.0,0.0,0.0,960.0,250.0,0,1,0,0,0,1,1,0,0,0,0
PRV54309,False,76.03448275862068,1.0,0.0,2.689655172413793,212.41379310344828,7.586206896551724,12.0,12.0,3628.9655172413795,441.9310344827586,2361.3793103448274,578.9655172413793,15,19,12,2,8,14,17,25,10,10,3
PRV54310,False,68.14285714285714,1.0,0.0,1.8571428571428572,42.857142857142854,0.0,12.0,12.0,14054.285714285714,1068.0,578.5714285714286,301.42857142857144,4,2,2,2,5,5,7,7,4,2,0
PRV54311,False,86.0,1.0,0.0,2.0,33.333333333333336,0.0,12.0,12.0,2333.3333333333335,356.0,1606.6666666666667,1833.3333333333333,2,2,3,0,2,2,3,3,2,2,0
PRV54312,False,77.25,1.25,0.0,2.5,87.5,7.5,12.0,12.0,1510.0,267.0,2145.0,440.0,1,1,0,0,1,1,3,1,0,2,0
PRV54313,False,68.5,1.125,0.0,3.75,441.875,5.0,12.0,11.8125,4914.375,534.0,2734.375,587.5,10,9,10,1,6,7,12,11,3,6,2
PRV54315,False,69.09708737864078,1.0,0.0,3.0,366.6990291262136,2.4271844660194173,12.0,12.0,2457.2815533980583,399.18446601941747,2738.9320388349515,748.8349514563107,36,81,57,26,36,60,89,64,44,41,13
PRV54316,False,88.0,1.0,0.0,2.0,125.0,0.0,12.0,12.0,28000.0,4272.0,2560.0,650.0,2,2,2,0,0,0,2,2,0,2,2
PRV54317,False,69.68,1.0,0.0,2.96,146.0,1.6,12.0,12.0,1704.0,256.32,3178.0,678.4,11,19,12,7,8,15,21,16,11,4,3
PRV54319,False,85.0,1.0,0.0,9.0,100.0,0.0,12.0,12.0,0.0,0.0,700.0,460.0,0,1,0,0,1,1,0,1,0,1,0
PRV54320,False,75.50980392156863,1.0,0.0,2.823529411764706,213.33333333333334,1.7647058823529411,12.0,11.941176470588236,5376.764705882353,774.8235294117648,1656.764705882353,579.9019607843137,57,76,39,9,23,41,75,85,41,23,15
PRV54323,True,70.98039215686275,1.1176470588235294,0.0,2.5098039215686274,203.52941176470588,6.078431372549019,12.0,11.529411764705882,3753.921568627451,293.1764705882353,2713.3333333333335,1055.2941176470588,18,27,14,8,7,10,23,30,12,19,7
PRV54324,False,74.65625,1.25,0.75,8.96875,8312.5,1068.0,12.0,12.0,12281.25,1668.75,1419.6875,435.9375,16,23,23,5,17,11,26,26,12,10,10
PRV54325,False,68.8,1.2,1.0,8.466666666666667,9466.666666666666,1068.0,12.0,12.0,14339.333333333334,1961.8666666666666,1155.3333333333333,338.0,6,8,9,3,6,6,12,13,3,5,2
PRV54326,False,79.0,1.2,0.6,9.8,4000.0,1068.0,12.0,12.0,10480.0,2736.0,1534.0,350.0,5,5,3,0,3,4,5,5,2,4,1
PRV54327,True,78.52857142857142,1.3285714285714285,0.12857142857142856,3.942857142857143,2791.1428571428573,200.4857142857143,11.714285714285714,11.5,12487.57142857143,1003.1428571428571,1448.857142857143,425.0,41,38,31,8,28,24,53,51,19,22,8
PRV54328,False,75.16239316239316,1.2905982905982907,0.13675213675213677,3.8376068376068377,1675.042735042735,148.77586206896552,11.923076923076923,11.897435897435898,7917.4358974358975,649.5042735042736,2180.6837606837607,595.8119658119658,41,61,54,27,36,36,76,82,27,33,14
PRV54330,False,74.80084745762711,1.3283898305084745,0.025423728813559324,3.0720338983050848,593.4745762711865,40.69214437367304,11.923728813559322,11.942796610169491,4657.733050847458,483.8474576271187,2278.0508474576272,657.2669491525423,193,298,202,61,162,216,325,363,166,143,61
PRV54332,False,72.83316582914573,1.258291457286432,0.0,2.7035175879396984,334.84422110552765,2.371859296482412,11.901507537688442,11.925628140703518,4789.005025125628,424.39798994974876,2609.497487437186,759.6281407035176,394,562,417,152,246,420,746,703,326,315,99
PRV54333,True,72.35277777777777,1.4277777777777778,0.11944444444444445,3.638888888888889,1748.4166666666667,150.38888888888889,11.966666666666667,11.952777777777778,6737.805555555556,656.4444444444445,2271.5555555555557,673.9722222222222,158,216,144,70,106,138,247,271,94,112,29
PRV54334,False,74.08571428571429,1.1714285714285715,0.0,2.7333333333333334,215.14285714285714,2.5714285714285716,12.0,11.923809523809524,4082.3809523809523,579.7714285714286,1872.5714285714287,660.2857142857143,41,80,51,38,35,41,81,84,30,37,8
PRV54335,False,72.8675799086758,1.5159817351598173,0.0547945205479452,3.2739726027397262,1121.8721461187215,94.5296803652968,11.835616438356164,11.835616438356164,5934.063926940639,646.0091324200913,2133.6529680365297,540.5022831050228,98,132,84,28,80,104,160,163,70,56,19
PRV54336,True,73.85775862068965,1.206896551724138,0.03879310344827586,3.2327586206896552,1000.2586206896551,65.74137931034483,11.89655172413793,11.991379310344827,8516.76724137931,639.8793103448276,2274.396551724138,672.0689655172414,88,126,88,56,82,69,167,176,52,101,27
PRV54337,False,76.70469798657719,1.4697986577181208,0.2550335570469799,5.3355704697986575,4298.724832214765,453.3741496598639,11.919463087248323,11.95973154362416,8828.389261744966,1114.523489932886,2110.06711409396,630.3355704697987,92,98,81,34,66,71,109,126,54,50,22
PRV54339,False,73.34959349593495,1.3658536585365855,0.04878048780487805,3.040650406504065,1169.6747967479675,97.0569105691057,11.707317073170731,11.853658536585366,8163.252032520325,924.0650406504066,2076.6666666666665,470.650406504065,57,74,62,15,43,51,92,95,32,43,10
PRV54340,False,71.26041666666667,1.1770833333333333,0.020833333333333332,3.1458333333333335,728.125,39.9375,12.0,11.96875,7196.666666666667,623.0,2844.0625,617.1875,53,61,31,7,34,44,71,84,44,45,10
PRV54341,False,76.9090909090909,1.290909090909091,0.0,2.8363636363636364,435.8181818181818,22.145454545454545,11.781818181818181,11.49090909090909,3270.181818181818,310.6909090909091,1822.7272727272727,475.27272727272725,27,32,27,14,26,25,35,39,9,12,5
PRV54342,False,70.17142857142858,1.2285714285714286,0.05714285714285714,3.942857142857143,1265.142857142857,218.74285714285713,11.657142857142857,11.314285714285715,4836.571428571428,488.22857142857146,1560.857142857143,579.1428571428571,10,19,12,4,10,13,25,23,8,11,1
PRV54343,False,68.11764705882354,1.4705882352941178,0.0,1.6470588235294117,182.94117647058823,5.882352941176471,12.0,12.0,8482.35294117647,628.2352941176471,2738.823529411765,751.7647058823529,7,10,8,4,6,8,9,11,5,4,1
PRV54344,False,69.80392156862744,1.3137254901960784,0.0,2.627450980392157,336.6666666666667,3.9215686274509802,12.0,12.0,2649.2156862745096,325.88235294117646,1754.1176470588234,501.7647058823529,18,32,27,5,16,31,34,37,12,14,4
PRV54345,False,74.90419161676647,1.4610778443113772,0.0,2.5449101796407185,283.1137724550898,2.9940119760479043,11.928143712574851,11.784431137724551,4752.095808383234,505.2215568862275,2649.7005988023952,732.2634730538922,71,105,77,25,47,66,121,134,48,68,24
PRV54347,False,72.76923076923077,1.2307692307692308,0.0,2.4615384615384617,251.15384615384616,0.0,12.0,11.653846153846153,4515.384615384615,347.84615384615387,2124.6153846153848,605.0,8,17,9,8,4,11,19,17,5,12,1
PRV54348,False,74.2073732718894,1.4700460829493087,0.35944700460829493,5.188940092165899,4423.410138248848,443.68372093023254,11.963133640552995,11.944700460829493,10799.861751152073,1098.5990783410139,2069.1244239631337,542.7649769585254,95,140,101,34,88,99,162,175,64,71,30
PRV54349,False,71.24675324675324,1.2857142857142858,0.0,2.844155844155844,231.8181818181818,7.142857142857143,11.688311688311689,11.844155844155845,3929.87012987013,592.0,2076.6233766233768,997.1428571428571,37,27,26,8,13,43,49,46,10,17,10
PRV54350,True,73.0923076923077,1.3471571906354516,0.05284280936454849,3.240133779264214,953.2240802675585,77.30341594105828,11.919732441471572,11.97257525083612,5442.66889632107,600.1418060200668,2047.0635451505016,577.3444816053511,630,916,577,239,414,662,1070,1072,492,452,122
PRV54352,False,63.25,1.25,0.0,2.4166666666666665,139.16666666666666,0.0,12.0,12.0,0.0,89.0,729.1666666666666,312.5,8,3,3,1,1,8,4,10,0,2,0
PRV54353,False,73.71875,1.25,0.0,2.40625,206.875,7.8125,12.0,12.0,2223.75,333.75,2475.3125,755.625,9,20,15,4,9,21,27,20,18,12,2
PRV54354,True,74.73,1.41,0.18,4.04,2596.2,267.7,12.0,12.0,7324.9,836.24,2469.3,746.96,41,69,50,14,34,40,73,82,32,24,14
PRV54355,False,71.25,1.375,0.0,3.9375,877.5,146.0,9.0,9.0,6725.0,734.25,1163.75,567.5,10,12,7,3,5,5,9,5,6,0,1
PRV54356,False,70.03225806451613,1.6774193548387097,0.4838709677419355,5.161290322580645,6302.258064516129,498.4,12.0,12.0,17410.0,1481.4193548387098,4984.5161290322585,1220.0,9,23,15,11,13,19,22,26,18,13,8
PRV54357,False,79.5,1.3,0.0,4.1,219.0,0.0,12.0,12.0,3464.0,534.0,1610.0,668.0,5,3,3,0,4,7,7,8,5,5,0
PRV54358,False,69.48837209302326,1.1162790697674418,0.0,2.372093023255814,305.8139534883721,0.6976744186046512,10.604651162790697,11.720930232558139,2196.9767441860463,341.48837209302326,2165.3488372093025,657.6744186046511,14,19,15,1,6,13,25,25,13,13,3
PRV54359,True,71.51224489795918,1.4061224489795918,0.07551020408163266,3.3959183673469386,1192.265306122449,97.73877551020408,11.975510204081633,11.902040816326531,7901.0,873.1428571428571,1799.6122448979593,608.1020408163265,235,306,236,101,127,248,382,366,181,153,61
PRV54360,False,79.5945945945946,1.3513513513513513,0.0,2.5945945945945947,245.94594594594594,5.405405405405405,11.64864864864865,12.0,7543.783783783784,548.4324324324324,1853.2432432432433,627.5675675675676,17,23,10,11,9,14,24,30,11,12,7
PRV54361,True,71.625,1.275,0.125,3.875,2091.0,164.82051282051282,11.7,11.7,10864.75,987.9,3123.5,880.5,21,32,26,14,17,16,32,36,18,8,4
PRV54362,False,74.12,1.48,0.0,2.6,290.2,8.2,12.0,12.0,5318.4,320.4,1422.6,706.4,18,27,11,4,8,20,32,33,20,11,2
PRV54363,False,74.53125,1.390625,0.15625,3.875,2135.9375,204.46875,12.0,12.0,5575.78125,717.5625,2662.03125,660.46875,32,39,33,7,20,24,45,55,18,22,4
PRV54365,False,77.2,1.1565217391304348,0.0,2.9391304347826086,271.2173913043478,3.3043478260869565,11.791304347826086,11.895652173913044,3247.0434782608695,314.5739130434783,2102.4347826086955,620.3478260869565,36,59,44,19,22,48,76,84,35,26,4
PRV54367,True,73.937106918239,1.14937106918239,0.38522012578616355,5.737421383647798,4927.4842767295595,534.9186602870814,11.962264150943396,11.929245283018869,11027.877358490567,1197.9245283018868,2347.9088050314467,632.0283018867924,278,419,322,104,257,309,498,522,210,203,88
PRV54368,False,72.73636363636363,1.2181818181818183,0.0,2.9454545454545453,412.1818181818182,41.92727272727273,11.89090909090909,11.881818181818181,5984.272727272727,685.8909090909091,2686.5454545454545,681.0909090909091,51,66,42,14,42,50,91,87,36,40,7
PRV54370,False,73.1878453038674,1.3535911602209945,0.0,2.6353591160220993,233.53591160220995,2.707182320441989,11.933701657458563,11.933701657458563,2880.1104972375692,373.9226519337017,2053.646408839779,732.817679558011,84,111,70,23,52,75,113,143,47,53,27
PRV54371,False,73.80645161290323,1.4516129032258065,0.0,2.967741935483871,267.0967741935484,1.6129032258064515,11.838709677419354,11.387096774193548,5651.612903225807,516.7741935483871,2504.1935483870966,745.8064516129032,9,16,13,7,8,16,21,22,14,15,2
PRV54372,True,73.19294990723562,1.349412492269635,0.011750154607297465,2.8794063079777366,416.20284477427333,16.46134817563389,11.915893630179344,11.912801484230055,4391.985157699443,431.65367965367966,2326.017316017316,643.0735930735931,685,973,643,249,515,744,1168,1264,537,565,197
PRV54373,False,74.75,1.125,0.125,3.375,728.75,133.5,12.0,12.0,3501.25,400.5,991.25,351.25,2,3,2,0,1,2,5,6,0,2,1
PRV54374,False,73.85948477751757,1.0644028103044496,0.00234192037470726,2.8559718969555035,327.89227166276345,2.65807962529274,11.937939110070257,11.902810304449648,3606.896955503513,441.5222482435597,2703.5480093676815,664.3559718969555,338,496,321,139,263,404,619,654,244,303,89
PRV54375,False,73.30357142857143,1.4107142857142858,0.21428571428571427,4.482142857142857,2571.25,291.45454545454544,11.785714285714286,12.0,9934.464285714286,858.2142857142857,1229.4642857142858,517.3214285714286,23,35,25,10,15,28,41,41,16,22,3
PRV54377,False,64.65,1.6,0.1,3.25,1655.5,111.3,12.0,11.4,2353.0,267.0,2592.0,646.5,5,9,4,1,2,6,9,13,6,5,0
PRV54378,False,73.67088607594937,1.3037974683544304,0.17721518987341772,4.189873417721519,2538.1012658227846,248.40506329113924,11.69620253164557,11.848101265822784,9657.468354430379,890.5316455696203,1883.0379746835442,609.1139240506329,45,56,40,7,38,26,57,68,20,27,7
PRV54379,False,70.87068965517241,1.4310344827586208,0.16379310344827586,4.206896551724138,2419.5689655172414,245.7719298245614,11.922413793103448,11.879310344827585,6717.758620689655,888.9655172413793,2254.396551724138,696.7241379310345,50,66,55,10,48,63,90,96,41,37,16
PRV54380,False,72.08333333333333,1.25,0.08333333333333333,3.1666666666666665,1411.6666666666667,178.0,12.0,12.0,5755.0,623.0,1284.1666666666667,451.6666666666667,6,4,5,4,4,2,7,10,3,2,1
PRV54381,False,74.14728682170542,1.4883720930232558,0.05426356589147287,3.193798449612403,1266.7441860465117,109.64341085271317,11.844961240310077,12.0,5214.883720930233,546.4186046511628,2180.232558139535,730.1550387596899,60,85,60,24,44,54,101,102,42,34,17
PRV54382,True,74.25291828793775,1.4669260700389104,0.19844357976653695,3.9883268482490273,2742.5291828793775,266.31496062992125,11.922178988326849,11.883268482490273,8194.20233463035,790.9260700389106,2314.513618677043,665.8365758754863,113,167,115,44,90,121,189,192,83,94,34
PRV54383,False,78.51724137931035,1.3103448275862069,0.0,2.206896551724138,188.6206896551724,0.0,12.0,12.0,4037.2413793103447,586.8965517241379,1103.103448275862,472.0689655172414,6,12,12,10,11,15,21,24,12,10,1
PRV54384,False,74.5,1.5714285714285714,0.07142857142857142,3.25,1581.4285714285713,76.28571428571429,11.714285714285714,12.0,5552.5,605.4285714285714,1806.0714285714287,676.7857142857143,11,12,11,7,9,11,17,22,9,9,0
PRV54387,False,72.87951807228916,1.0120481927710843,0.0024096385542168677,2.8457831325301206,274.0,3.108433734939759,11.942168674698795,11.906024096385542,5768.8674698795185,532.944578313253,2724.144578313253,814.0963855421687,206,247,161,59,129,186,332,291,124,105,25
PRV54388,True,76.1842105263158,1.263157894736842,0.05263157894736842,3.473684210526316,642.6315789473684,85.23684210526316,12.0,12.0,4566.710526315789,491.8421052631579,2010.657894736842,666.1842105263158,21,41,33,11,23,33,51,53,20,26,9
PRV54389,False,73.14285714285714,1.4107142857142858,0.0,2.5,456.9642857142857,1.7857142857142858,11.785714285714286,11.892857142857142,6038.928571428572,591.2142857142857,3232.8571428571427,820.8928571428571,24,29,23,12,20,24,34,41,14,19,8
PRV54390,False,74.54736842105264,1.568421052631579,0.30526315789473685,5.178947368421053,3713.2631578947367,427.93684210526317,12.0,11.873684210526315,11597.684210526315,1236.6315789473683,2069.2631578947367,536.9473684210526,45,69,53,18,46,47,68,85,38,31,24
PRV54391,True,73.52830188679245,1.4088050314465408,0.03459119496855346,3.1257861635220126,746.0062893081761,68.5173501577287,12.0,11.962264150943396,4740.345911949686,589.069182389937,1997.0754716981132,568.1446540880503,113,191,131,43,96,153,235,243,97,97,22
PRV54392,False,67.88571428571429,1.2571428571428571,0.0,3.0,138.85714285714286,0.5714285714285714,12.0,12.0,3257.714285714286,305.14285714285717,2149.1428571428573,788.2857142857143,16,25,13,6,9,12,24,27,10,11,3
PRV54393,False,69.4,1.4666666666666666,0.02666666666666667,3.533333333333333,641.2,76.93333333333334,12.0,11.76,3344.266666666667,455.68,1932.1333333333334,564.1333333333333,36,42,27,9,26,28,54,60,20,28,6
PRV54396,False,75.36363636363636,1.1590909090909092,0.0,3.0681818181818183,610.0,25.636363636363637,12.0,12.0,5549.318181818182,485.45454545454544,2562.5,849.5454545454545,23,30,26,6,14,15,32,40,14,21,16
PRV54399,True,73.2378223495702,1.3008595988538683,0.025787965616045846,3.0515759312320916,753.6962750716332,42.24641833810888,11.959885386819485,11.759312320916905,7232.234957020058,576.5272206303725,3144.0687679083094,833.6389684813754,132,180,151,58,123,147,271,247,110,99,24
PRV54400,False,73.95833333333333,1.1979166666666667,0.0,2.7083333333333335,291.9791666666667,0.20833333333333334,12.0,11.864583333333334,4134.895833333333,389.375,2731.1458333333335,797.3958333333334,37,63,38,11,30,55,63,77,27,30,3
PRV54401,False,73.31818181818181,1.5,0.0,2.409090909090909,137.27272727272728,0.0,12.0,12.0,6197.272727272727,582.5454545454545,2934.090909090909,741.8181818181819,11,13,6,3,9,10,13,15,10,6,3
PRV54402,False,73.01785714285714,1.4285714285714286,0.03571428571428571,3.0892857142857144,1330.7142857142858,116.39285714285714,12.0,12.0,3030.714285714286,367.7142857142857,1830.892857142857,466.25,21,40,29,5,18,25,35,41,19,15,6
PRV54403,False,65.41666666666667,1.4166666666666667,0.0,3.3333333333333335,156.66666666666666,8.333333333333334,12.0,12.0,1583.3333333333333,267.0,1288.3333333333333,355.8333333333333,5,5,3,2,1,8,6,9,1,3,1
PRV54404,False,73.1390977443609,1.2293233082706767,0.0,2.642857142857143,312.3308270676692,11.902255639097744,12.0,11.936090225563909,3106.1654135338345,426.5864661654135,1979.9248120300751,523.7593984962406,110,151,95,34,69,111,188,193,84,70,15
PRV54407,False,74.21052631578948,1.0526315789473684,0.0,2.1052631578947367,133.68421052631578,1.0526315789473684,12.0,11.368421052631579,6464.210526315789,772.8421052631579,2606.842105263158,991.578947368421,3,9,11,2,9,5,11,15,5,5,1
PRV54408,False,69.39622641509433,1.0377358490566038,0.0,2.858490566037736,501.3207547169811,20.528301886792452,12.0,11.88679245283019,3386.7924528301887,282.1132075471698,5097.264150943396,1250.566037735849,43,68,59,18,50,56,83,87,20,42,1
PRV54409,False,77.36842105263158,1.2105263157894737,0.10526315789473684,4.2105263157894735,1850.5263157894738,281.05263157894734,11.368421052631579,11.368421052631579,7434.736842105263,955.578947368421,2916.315789473684,576.8421052631579,12,12,9,1,11,9,14,16,11,8,4
PRV54410,False,63.5945945945946,1.1891891891891893,0.0,2.4864864864864864,279.72972972972974,1.3513513513513513,11.675675675675675,11.72972972972973,2216.2162162162163,288.64864864864865,2424.324324324324,451.35135135135135,15,20,5,7,9,16,32,27,15,5,9
PRV54411,False,70.95454545454545,1.1818181818181819,0.045454545454545456,2.909090909090909,366.8181818181818,56.27272727272727,12.0,12.0,3719.5454545454545,631.0909090909091,2546.818181818182,825.4545454545455,10,16,13,3,9,6,16,15,8,9,1
